Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,RSI_14,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,PER,PBR,ROE,OP_Margin
2023-03-29 00:00:00+09:00,58660.13911732456,58847.8515625,58378.570449561405,58847.8515625,11216008,0.0,0.0,33.92420511613883,0.0,0.0,0.0,0.0,0.0,0.10783,0.21322
2023-03-30 00:00:00+09:00,60132.62361550633,60132.62361550633,59566.22527689873,59660.625,15684377,361.0,0.0,38.746845807597865,0.0,0.0,0.0,0.0,0.0,0.10783,0.21322
2023-03-31 00:00:00+09:00,60415.828125,60415.828125,60132.62893066406,60415.828125,14094479,0.0,0.0,42.91589183750791,0.0,0.0,0.0,0.0,0.0,0.10783,0.21322
2023-04-03 00:00:00+09:00,60415.82408874802,60415.82408874802,59471.82683736133,59566.2265625,11973133,0.0,0.0,39.6466229545296,0.0,0.0,0.0,0.0,0.0,0.10783,0.21322
2023-04-04 00:00:00+09:00,59849.43100186714,60227.02993563286,59283.032601218554,60038.23046875,11120514,0.0,0.0,42.277453958820686,0.0,0.0,0.0,0.0,0.0,0.10783,0.21322
2023-04-05 00:00:00+09:00,60132.63022055947,60415.829420970265,59849.43102014867,60321.4296875,9176149,0.0,0.0,43.85871958539013,0.0,0.0,0.0,0.0,0.0,0.10783,0.21322
2023-04-06 00:00:00+09:00,59943.824018107945,60038.22374097111,58811.02734375,58811.02734375,14992747,0.0,0.0,37.89607567739724,0.0,0.0,0.0,0.0,0.0,0.10783,0.21322
2023-04-07 00:00:00+09:00,60227.03129807692,61548.62759615384,60227.03129807692,61359.828125,27476120,0.0,0.0,50.19992141227999,0.0,0.0,0.0,0.0,0.0,0.10783,0.21322
2023-04-10 00:00:00+09:00,61171.01969178082,62587.015517979446,61076.61997003424,62020.6171875,18777166,0.0,0.0,52.81017008192166,0.0,0.0,0.0,0.0,0.0,0.10783,0.21322
2023-04-11 00:00:00+09:00,62492.62498814492,62492.62498814492,61737.42710309181,62209.42578125,16323183,0.0,0.0,53.559193172837354,0.0,0.0,0.0,0.0,0.0,0.10783,0.21322
2023-04-12 00:00:00+09:00,62115.02475142045,62492.62368607954,61643.026083096585,62303.82421875,15021313,0.0,0.0,53.95272374069946,0.0,0.0,0.0,0.0,0.0,0.10783,0.21322
2023-04-13 00:00:00+09:00,61926.220121028746,62398.21875,61737.42066944024,62398.21875,15091022,0.0,0.0,54.36911757971826,0.0,0.0,0.0,0.0,0.0,0.10783,0.21322
2023-04-14 00:00:00+09:00,62870.222566244236,62870.222566244236,61359.82682891705,61454.2265625,16176490,0.0,0.0,49.54410362895314,0.0,0.0,0.0,0.0,0.0,0.10783,0.21322
2023-04-17 00:00:00+09:00,61359.81647205207,61926.214777947935,61076.61731910414,61643.015625,13486618,0.0,0.0,50.4904035172599,1815.7303270213743,0.0,0.0,0.0,0.0,0.10783,0.21322
2023-04-18 00:00:00+09:00,62209.41792111281,62303.81764481707,61171.02096036585,61926.21875,14802060,0.0,0.0,51.946362126800764,1757.5942062112663,0.0,0.0,0.0,0.0,0.10783,0.21322
2023-04-19 00:00:00+09:00,61831.81640625,62115.01556536259,61643.0169668416,61831.81640625,10255985,0.0,0.0,51.40370750684257,1684.485728511485,0.0,0.0,0.0,0.0,0.10783,0.21322
2023-04-20 00:00:00+09:00,61454.21618970138,61643.015625,60982.217601454824,61643.015625,9501169,0.0,0.0,50.27259612400381,1592.949557125481,0.0,0.0,0.0,0.0,0.10783,0.21322
2023-04-21 00:00:00+09:00,62115.01690924657,62209.416630993146,61737.41802226027,62020.6171875,10538622,0.0,0.0,52.52274478410228,1533.2019741920012,0.0,0.0,0.0,0.0,0.10783,0.21322
2023-04-24 00:00:00+09:00,61643.020819353915,62020.61972176956,61171.022191334356,61548.62109375,12986581,0.0,0.0,49.50715214436647,1431.2666926293969,0.0,0.0,0.0,0.0,0.10783,0.21322
2023-04-25 00:00:00+09:00,61643.02593725433,61737.42567069576,59849.43100186714,60038.23046875,16193271,0.0,0.0,41.32962041805711,1214.6051350788694,0.0,0.0,0.0,0.0,0.10783,0.21322
2023-04-26 00:00:00+09:00,60038.22403958658,60699.02210291536,59755.02486958853,60510.22265625,12664541,0.0,0.0,44.41926680491588,1068.6661959999255,0.0,0.0,0.0,0.0,0.10783,0.21322
2023-04-27 00:00:00+09:00,60510.224028879646,61359.82155814629,59755.02622508707,60982.22265625,14779601,0.0,0.0,47.402237718092834,979.8004608696938,-473.3440144235833,1453.144475293277,0.0,0.0,0.10783,0.21322
2023-04-28 00:00:00+09:00,61548.6172471374,62209.41528506679,61359.81780772901,61831.81640625,19699481,0.0,0.0,52.358602198352095,966.7843525953649,-389.0880981583298,1355.8724507536947,0.0,0.0,0.10783,0.21322
2023-05-02 00:00:00+09:00,62303.81635273973,62587.015517979446,61454.21885702055,62020.6171875,14396948,0.0,0.0,53.4092870854846,960.6300924505704,-316.1938866424996,1276.82397909307,0.0,0.0,0.10783,0.21322
2023-05-03 00:00:00+09:00,61454.218803755735,61926.21741207951,61265.419360426225,61737.41796875,8876749,0.0,0.0,51.57200862264834,922.2696365114753,-283.64347406527577,1205.913110576751,0.0,0.0,0.10783,0.21322
2023-05-04 00:00:00+09:00,61926.22523041475,62020.624963997696,61076.6276281682,61454.2265625,9791064,0.0,0.0,49.729763974048204,859.1141855020833,-277.4391400597342,1136.5533255618175,0.0,0.0,0.10783,0.21322
2023-05-08 00:00:00+09:00,62587.02472377656,62587.02472377656,61737.42710309181,62209.42578125,9405365,0.0,0.0,54.40708093331755,860.0867563152133,-221.17325539728336,1081.2600117124966,0.0,0.0,0.10783,0.21322
2023-05-09 00:00:00+09:00,62115.014213246555,62115.014213246555,61454.21618970138,61643.015625,9366861,0.0,0.0,50.60408682769516,805.8634673504057,-220.31723548967284,1026.1807028400785,0.0,0.0,0.10783,0.21322
2023-05-10 00:00:00+09:00,61831.82018551664,61831.82018551664,60699.02347982778,60982.22265625,13057727,0.0,0.0,46.51884115609094,701.4843748725543,-259.75706237401937,961.2414372465737,0.0,0.0,0.10783,0.21322
2023-05-11 00:00:00+09:00,61076.61970039914,61454.21858571845,60604.62109375,60604.62109375,11648905,0.0,0.0,44.317144857477494,581.5896977189914,-303.7213916220659,885.3110893410573,0.0,0.0,0.10783,0.21322
2023-05-12 00:00:00+09:00,60132.62376291926,60982.22127291341,60038.22403958658,60510.22265625,8693913,0.0,0.0,43.7595521311204,473.4969590919136,-329.451304199315,802.9482632912286,0.0,0.0,0.10783,0.21322
2023-05-15 00:00:00+09:00,60510.217544815896,60982.21612160853,60321.41811409884,60887.81640625,8172021,0.0,0.0,46.65100579796522,413.53437801267137,-311.5311082228459,725.0654862355173,0.0,0.0,0.10783,0.21322
2023-05-16 00:00:00+09:00,62115.01685540902,62209.41657707378,61643.018247085245,61737.41796875,12334657,0.0,0.0,52.56089262442754,429.61698895614245,-236.3587978234998,665.9757867796422,0.0,0.0,0.10783,0.21322
2023-05-17 00:00:00+09:00,62209.425745192304,62209.425745192304,61171.02865384615,61359.828125,10745504,0.0,0.0,49.914412843880555,407.20027792659675,-207.02040708243635,614.2206850090331,0.0,0.0,0.10783,0.21322
2023-05-18 00:00:00+09:00,62303.813845354984,62492.61328125,62020.61469151246,62492.61328125,14431704,0.0,0.0,56.92206662427833,475.36149653106986,-111.08735078237066,586.4488473134405,0.0,0.0,0.10783,0.21322
2023-05-19 00:00:00+09:00,64003.004077576756,64569.40234375,63719.80494449013,64569.40234375,20349345,0.0,0.0,66.24626030747406,689.016718411709,82.05429687861476,606.9624215330942,0.0,0.0,0.10783,0.21322
2023-05-22 00:00:00+09:00,64569.41277372263,65135.811131386865,64191.81386861314,64663.8125,14470308,0.0,0.0,66.60018551256519,856.0896629089402,199.30179310067672,656.7878698082635,0.0,0.0,0.10783,0.21322
2023-05-23 00:00:00+09:00,64663.80205477887,64852.60147683662,64286.20321066338,64569.40234375,8561643,0.0,0.0,65.85652776290412,969.6999669263241,250.32967769444838,719.3702892318757,0.0,0.0,0.10783,0.21322
2023-05-24 00:00:00+09:00,64286.21359489051,64852.61195255475,64191.81386861314,64663.8125,8192896,0.0,0.0,66.26222199092584,1055.1914715191378,268.6569458298096,786.5345256893282,0.0,0.0,0.10783,0.21322
2023-05-25 00:00:00+09:00,65985.41267714389,66079.81240915698,64852.61589298692,64947.015625,14231160,0.0,0.0,67.50935696625744,1132.738723305316,276.96335809279003,855.7753652125259,0.0,0.0,0.10783,0.21322
2023-05-26 00:00:00+09:00,65891.03245021337,66457.43100995732,65607.8331703414,66363.03125,19549511,0.0,0.0,72.90290348283817,1293.5449251514074,350.2156479511051,943.3292772003023,0.0,0.0,0.10783,0.21322
2023-05-30 00:00:00+09:00,67307.01817513832,68251.015625,67212.61843015214,68251.015625,27476897,0.0,0.0,78.1185413017137,1555.3998775931977,489.65648031431647,1065.7433972788813,0.0,0.0,0.10783,0.21322
2023-05-31 00:00:00+09:00,68345.41145833333,68439.81119791667,67023.81510416667,67401.4140625,25666087,0.0,0.0,71.45340287071494,1675.057053265904,487.45092478961806,1187.606128476286,0.0,0.0,0.10783,0.21322
2023-06-01 00:00:00+09:00,66929.3984375,67590.19644746122,66646.19929037377,66929.3984375,14669296,0.0,0.0,67.98299059960476,1712.0629153654227,419.5654295113095,1292.4974858541132,0.0,0.0,0.10783,0.21322
2023-06-02 00:00:00+09:00,67684.5951783241,68156.59375,67590.19546398892,68156.59375,12161798,0.0,0.0,71.81571173813339,1819.4413460375217,421.5550881467268,1397.886257890795,0.0,0.0,0.10783,0.21322
2023-06-05 00:00:00+09:00,68628.60671635286,68628.60671635286,67401.41017259414,67684.609375,12686829,0.0,0.0,68.4231471725951,1845.1841966092543,357.8383509747673,1487.345845634487,0.0,0.0,0.10783,0.21322
2023-06-07 00:00:00+09:00,67307.00386223591,67590.20303697183,66835.00523767606,67023.8046875,14796613,0.0,0.0,63.873677730447376,1791.6115922525132,243.41259729442095,1548.1989949580923,0.0,0.0,0.10783,0.21322
2023-06-08 00:00:00+09:00,66457.39985895628,66929.3984375,66079.8009961213,66929.3984375,19165568,0.0,0.0,63.22687515589262,1721.690545052763,138.79324007573632,1582.8973049770266,0.0,0.0,0.10783,0.21322
2023-06-09 00:00:00+09:00,67118.20712890624,68251.00387369792,66835.00794270833,67967.8046875,15050209,0.0,0.0,67.16539342171548,1730.1245189554975,117.78177118277654,1612.342747772721,0.0,0.0,0.10783,0.21322
2023-06-12 00:00:00+09:00,68062.20166153168,68345.4008362676,66835.00523767606,67023.8046875,12064287,0.0,0.0,60.79110447836212,1641.710971227374,23.49457876372253,1618.2163924636516,0.0,0.0,0.10783,0.21322
2023-06-13 00:00:00+09:00,67684.60550130208,68156.60414496528,67590.20577256945,67967.8046875,13227285,0.0,0.0,64.42684781347191,1629.036984018996,8.656473244275276,1620.3805107747207,0.0,0.0,0.10783,0.21322
2023-06-14 00:00:00+09:00,68062.20571105703,68156.60544158553,67118.2084057719,67873.40625,12541046,0.0,0.0,63.78985037453948,1593.0123382401362,-21.89453802766775,1614.906876267804,0.0,0.0,0.10783,0.21322
2023-06-15 00:00:00+09:00,68062.20304851398,68251.0025021853,67307.00523382866,67495.8046875,13614994,0.0,0.0,61.183926022416394,1516.5118519377138,-78.71601946407236,1595.2278714017862,0.0,0.0,0.10783,0.21322
2023-06-16 00:00:00+09:00,67779.0078125,67873.40754482939,66929.41022153551,67779.0078125,15373696,0.0,0.0,62.42378473426884,1461.885089427975,-106.67422557904911,1568.559315007024,0.0,0.0,0.10783,0.21322
2023-06-19 00:00:00+09:00,67307.00910726826,67684.60803634129,66929.41017819522,67212.609375,11100887,0.0,0.0,58.405653063225564,1357.2439033941046,-169.0523292903356,1526.2962326844402,0.0,0.0,0.10783,0.21322
2023-06-20 00:00:00+09:00,66740.61588541667,67401.4140625,66457.41666666667,67401.4140625,11557883,0.0,0.0,59.34507910999277,1274.8542437847354,-201.15359111976386,1476.0078349044993,0.0,0.0,0.10783,0.21322
2023-06-21 00:00:00+09:00,66740.60413342198,67212.60274822694,66457.404964539,66551.8046875,10626603,0.0,0.0,53.49049425213925,1128.0005803439417,-278.4058036484462,1406.4063839923879,0.0,0.0,0.10783,0.21322
2023-06-22 00:00:00+09:00,66268.603085554,67495.79943899019,66174.20336605891,67307.0,11411007,0.0,0.0,57.50366418937495,1060.3330845673336,-276.85863954004344,1337.191724107377,0.0,0.0,0.10783,0.21322
2023-06-23 00:00:00+09:00,67967.80202513967,68156.60147520949,67590.203125,67590.203125,12329484,0.0,0.0,58.93468014087072,1017.8253746618138,-255.49307955645054,1273.3184542182644,0.0,0.0,0.10783,0.21322
2023-06-26 00:00:00+09:00,67684.59264934392,68439.79033580801,67495.7932277279,68345.390625,10541901,0.0,0.0,62.55561815241355,1033.1653412638989,-192.1224903634925,1225.2878316273914,0.0,0.0,0.10783,0.21322
2023-06-27 00:00:00+09:00,68439.7955944387,68534.1953125,67967.79700413223,68534.1953125,9442997,0.0,0.0,63.42394924933232,1048.4712122055353,-141.45329553748502,1189.9245077430203,0.0,0.0,0.10783,0.21322
2023-06-28 00:00:00+09:00,68534.2096372077,68628.609375,67967.81121045392,68628.609375,8783093,0.0,0.0,63.87509205292525,1056.0462076760014,-107.10264005361523,1163.1488477296166,0.0,0.0,0.10783,0.21322
2023-06-29 00:00:00+09:00,69350.55655429904,69635.16896149861,68686.4609375,68686.4609375,12229967,361.0,0.0,64.16674513669255,1054.5612580283487,-86.87007176101429,1141.431329789363,0.0,0.0,0.10783,0.21322
2023-06-30 00:00:00+09:00,68781.3389997403,68971.08062456717,68022.37250043283,68496.7265625,11694765,0.0,0.0,62.38775001115974,1026.2445381274447,-92.14943332953476,1118.3939714569794,0.0,0.0,0.10783,0.21322
2023-07-03 00:00:00+09:00,68971.0906464041,69445.44477739725,68876.21982020547,69255.703125,10722181,0.0,0.0,66.4006856147253,1052.9091182549164,-52.387882561650486,1105.2970008165669,0.0,0.0,0.10783,0.21322
2023-07-04 00:00:00+09:00,69635.18642979451,69824.92808219178,69160.83229880137,69255.703125,10214350,0.0,0.0,66.4006856147253,1061.801206750737,-34.79663525266392,1096.597842003401,0.0,0.0,0.10783,0.21322
2023-07-05 00:00:00+09:00,69255.69249131944,69540.30492621528,68212.11356336805,68306.984375,12310610,0.0,0.0,57.506107844622875,980.9863762930327,-92.48917256829463,1073.4755488613273,0.0,0.0,0.10783,0.21322
2023-07-06 00:00:00+09:00,68212.12027540154,68686.47438023743,67832.63699153283,67927.5078125,14777667,0.0,0.0,54.36895337605225,876.2189471447782,-157.80528137323927,1034.0242285180175,0.0,0.0,0.10783,0.21322
2023-07-07 00:00:00+09:00,67453.15296405579,67737.76542381974,66219.83230507869,66314.703125,17308877,0.0,0.0,43.50590650369106,655.4940182150021,-302.8241682424124,958.3181864574145,0.0,0.0,0.10783,0.21322
2023-07-10 00:00:00+09:00,66409.56497302158,66789.04820143885,65650.59851618705,65935.2109375,11713926,0.0,0.0,41.409357955000395,444.8184832333791,-410.7997625792284,855.6182458126075,0.0,0.0,0.10783,0.21322
2023-07-11 00:00:00+09:00,66599.3122159091,67832.6328125,66504.44140078672,67832.6328125,12177392,0.0,0.0,53.4802600318306,426.05143607417995,-343.6534477907421,769.7048838649221,0.0,0.0,0.10783,0.21322
2023-07-12 00:00:00+09:00,67548.02147079277,68306.98800417247,67453.15065412031,68212.1171875,10375581,0.0,0.0,55.456808548550015,436.76487991157046,-266.3520031626813,703.1168830742517,0.0,0.0,0.10783,0.21322
2023-07-13 00:00:00+09:00,68686.47127086231,68876.21290420723,68212.1171875,68212.1171875,14417279,0.0,0.0,55.45680854855001,440.1812261669402,-210.34852552584925,650.5297516927894,0.0,0.0,0.10783,0.21322
2023-07-14 00:00:00+09:00,68781.34233438352,69635.1796875,68686.47151737058,69635.1796875,15882519,0.0,0.0,62.40402722608908,551.3621957269497,-79.33404477267186,630.6962404996216,0.0,0.0,0.10783,0.21322
2023-07-17 00:00:00+09:00,69445.42607435197,69730.03847629605,69065.9428717599,69540.296875,10060049,0.0,0.0,61.712906529745666,624.6174638069788,-4.863021354114267,629.480485161093,0.0,0.0,0.10783,0.21322
2023-07-18 00:00:00+09:00,69445.43411458333,69730.04654947916,68306.984375,68306.984375,11697900,0.0,0.0,53.429769457306946,576.5091414901253,-42.37707493677419,618.8862164268995,0.0,0.0,0.10783,0.21322
2023-07-19 00:00:00+09:00,68971.08315899583,69065.9539748954,67642.89173640168,68022.375,10896412,0.0,0.0,51.705072680111215,509.543649458501,-87.47405357471882,597.0177030332198,0.0,0.0,0.10783,0.21322
2023-07-20 00:00:00+09:00,67453.15206866198,67832.63534330986,67168.53961267606,67358.28125,9732730,0.0,0.0,47.82574826366148,398.2949032860488,-158.97823979773682,557.2731430837856,0.0,0.0,0.10783,0.21322
2023-07-21 00:00:00+09:00,66789.06614509247,66789.06614509247,65840.35781916785,66694.1953125,16528926,0.0,0.0,44.250389560462494,253.6197150793014,-242.92274240358745,496.54245748288884,0.0,0.0,0.10783,0.21322
2023-07-24 00:00:00+09:00,66504.45001775568,67263.41663707387,66314.70836292613,66789.0625,13418597,0.0,0.0,44.884273585018995,144.9477083352249,-281.2757993181312,426.2235076533561,0.0,0.0,0.10783,0.21322
2023-07-25 00:00:00+09:00,66409.5625,66883.91651785714,66219.82089285714,66409.5625,14314945,0.0,0.0,42.788356888603516,27.880492700001923,-318.67441196268334,346.55490466268526,0.0,0.0,0.10783,0.21322
2023-07-26 00:00:00+09:00,66219.8203125,66978.78673441977,64607.01666592049,66219.8203125,30016221,0.0,0.0,41.738916454221254,-79.29269111904432,-340.67807662538365,261.38538550633933,0.0,0.0,0.10783,0.21322
2023-07-27 00:00:00+09:00,66314.70031380754,68022.375,65745.47541841005,68022.375,24261179,0.0,0.0,53.425544028357244,-18.56312854285352,-223.9588112393543,205.39568269650078,0.0,0.0,0.10783,0.21322
2023-07-28 00:00:00+09:00,68117.25462553116,68686.47959454673,66504.45054665368,66978.8046875,19420683,0.0,0.0,47.486716201931756,-54.01921551543637,-207.53191856954973,153.51270305411336,0.0,0.0,0.10783,0.21322
2023-07-31 00:00:00+09:00,67263.39914263968,67358.26994537965,66219.8203125,66219.8203125,13035420,0.0,0.0,43.683387237298156,-141.7283595479239,-236.1928500816298,94.46449053370591,0.0,0.0,0.10783,0.21322
2023-08-01 00:00:00+09:00,66504.44800457102,67548.0270745429,66409.57718002812,67453.15625,12299254,0.0,0.0,50.60640748174667,-110.44543909419735,-163.9279437023226,53.482504608125254,0.0,0.0,0.10783,0.21322
2023-08-02 00:00:00+09:00,67073.66968437053,67358.28214413447,66219.83230507869,66314.703125,13835020,0.0,0.0,45.09564006489858,-175.49416450400895,-183.18133528970736,7.68717078569842,0.0,0.0,0.10783,0.21322
2023-08-03 00:00:00+09:00,66314.70800213481,66599.32048283066,64986.516425554146,65271.12890625,20087090,0.0,0.0,40.718492973438806,-307.7064179361623,-252.3148709774886,-55.391546958673736,0.0,0.0,0.10783,0.21322
2023-08-04 00:00:00+09:00,65271.11182284041,65555.72422904466,64701.88701043192,64796.7578125,12360193,0.0,0.0,38.8714910634777,-445.62645966578566,-312.1879301656895,-133.43852950009614,0.0,0.0,0.10783,0.21322
2023-08-07 00:00:00+09:00,64227.54515853102,65650.60745894161,64132.674338503646,64986.51171875,10968505,0.0,0.0,40.043071778684094,-533.4680444577534,-320.0236119661258,-213.4444324916276,0.0,0.0,0.10783,0.21322
2023-08-08 00:00:00+09:00,65460.8513429179,65555.72214196561,63942.91855815458,64132.66015625,14664709,0.0,0.0,36.640078127921385,-664.3239059676125,-360.7035787807879,-303.6203271868246,0.0,0.0,0.10783,0.21322
2023-08-09 00:00:00+09:00,64512.15484397678,66030.08789912918,64417.28402802975,65365.9921875,17259673,0.0,0.0,44.03799332787901,-660.8902006010612,-285.81589873138927,-375.07430186967196,0.0,0.0,0.10783,0.21322
2023-08-10 00:00:00+09:00,64796.768704044116,64986.51034007353,64322.414613970584,64512.15625,10227311,0.0,0.0,40.511432205167196,-718.7807318597334,-274.9651439920491,-443.81558786768426,0.0,0.0,0.10783,0.21322
2023-08-11 00:00:00+09:00,64891.64208333333,65271.12537037037,64037.8046875,64037.8046875,9781038,0.0,0.0,38.65923290723255,-793.7853384656992,-279.9758004784119,-513.8095379872873,0.0,0.0,0.10783,0.21322
2023-08-14 00:00:00+09:00,64037.800224043465,64417.28348463039,63468.57533316308,63848.05859375,9352343,0.0,0.0,37.91252623190942,-858.6400851545332,-275.86443773379665,-582.7756474207365,0.0,0.0,0.10783,0.21322
2023-08-16 00:00:00+09:00,63278.836759561564,63658.320038479476,62899.35348064365,63563.44921875,13174578,0.0,0.0,36.76543604718783,-922.3710181995702,-271.67629662306695,-650.6947215765033,0.0,0.0,0.10783,0.21322
2023-08-17 00:00:00+09:00,62899.34878068778,63373.702843890555,62614.73634276612,63278.83203125,10778652,0.0,0.0,35.605255573415796,-984.4958152496911,-267.04087493855013,-717.454940311141,0.0,0.0,0.10783,0.21322
2023-08-18 00:00:00+09:00,62614.73911199095,63278.8348298454,62424.99747831825,62899.3515625,11745006,0.0,0.0,34.06189423879406,-1052.2217099869595,-267.8134157406548,-784.4082942463046,0.0,0.0,0.10783,0.21322
2023-08-21 00:00:00+09:00,63183.96875,63658.32286974474,62899.35627815315,63183.96875,9720067,0.0,0.0,36.29238899079682,-1070.5876728439398,-228.94350287810812,-841.6441699658317,0.0,0.0,0.10783,0.21322
2023-08-22 00:00:00+09:00,63753.19369369369,64227.54781343844,62899.35627815315,63183.96875,10500242,0.0,0.0,36.29238899079682,-1072.7765306624497,-184.90588855729436,-887.8706421051553,0.0,0.0,0.10783,0.21322
2023-08-23 00:00:00+09:00,63278.833148984726,63658.31640625,62994.22070603577,63658.31640625,9549352,0.0,0.0,40.20219309761425,-1024.4263751138424,-109.24458640694957,-915.1817887068928,0.0,0.0,0.10783,0.21322
2023-08-24 00:00:00+09:00,64796.769256323314,65176.25253161657,64417.28598103006,64701.8984375,15044463,0.0,0.0,47.793289783461184,-891.622115423459,18.84773862674706,-910.4698540502061,0.0,0.0,0.10783,0.21322
2023-08-25 00:00:00+09:00,63658.31640625,63942.92884919896,63468.57477761737,63658.31640625,7032462,0.0,0.0,42.04523691612355,-860.6609672709092,39.84710942343759,-900.5080766943468,0.0,0.0,0.10783,0.21322
2023-08-28 00:00:00+09:00,63373.70703125,63563.448669068115,63089.09457452283,63373.70703125,5824628,0.0,0.0,40.61073232772686,-849.2994370400338,40.96691172345038,-890.2663487634842,0.0,0.0,0.10783,0.21322
2023-08-29 00:00:00+09:00,63468.577850159054,63753.19030688623,63183.965393431885,63373.70703125,9114352,0.0,0.0,40.610732327726865,-830.7193271777796,47.637617268563645,-878.3569444463433,0.0,0.0,0.10783,0.21322
2023-08-30 00:00:00+09:00,63848.05803488264,64227.541292147915,63658.31640625,63658.31640625,9181223,0.0,0.0,42.871256606600966,-783.9914923605975,75.49236166859669,-859.4838540291942,0.0,0.0,0.10783,0.21322
2023-08-31 00:00:00+09:00,63658.311927784,63753.18273542601,62994.21627428998,63468.5703125,15964630,0.0,0.0,41.73083201109765,-753.5834299128328,84.72033929308918,-838.303769205922,0.0,0.0,0.10783,0.21322
2023-09-01 00:00:00+09:00,63373.706866197186,67358.28125,63278.83604753522,67358.28125,29738235,0.0,0.0,63.28943446959243,-410.8812728108751,341.93799711603754,-752.8192699269126,0.0,0.0,0.10783,0.21322
2023-09-04 00:00:00+09:00,69160.82736788975,69160.82736788975,67073.66934032654,67548.0234375,26286495,0.0,0.0,63.98934743275645,-122.56389519183722,504.2042997880603,-626.7681949798975,0.0,0.0,0.10783,0.21322
2023-09-05 00:00:00+09:00,67263.40568643918,67832.63055825671,66599.31000265206,67073.6640625,12330239,0.0,0.0,60.86507161032962,66.88189377114031,554.9200710008303,-488.03817722968995,0.0,0.0,0.10783,0.21322
2023-09-06 00:00:00+09:00,67073.658125,67168.52892857142,66124.95008928572,66409.5625,11414620,0.0,0.0,56.69182703578903,161.56913206096942,519.6858474325276,-358.11671537155814,0.0,0.0,0.10783,0.21322
2023-09-07 00:00:00+09:00,66409.57919034091,66978.80415482954,66030.09588068182,66789.0625,13741241,0.0,0.0,58.44525637431728,264.18655086854415,497.84261299208185,-233.6560621235377,0.0,0.0,0.10783,0.21322
2023-09-08 00:00:00+09:00,66599.32447990755,66694.1953125,66030.09948435277,66694.1953125,10688118,0.0,0.0,57.815099594801666,334.00638767369674,454.12995983778757,-120.12357216409082,0.0,0.0,0.10783,0.21322
2023-09-11 00:00:00+09:00,66789.06355932204,67168.546875,66409.58024364407,67168.546875,11785462,0.0,0.0,60.129910647489595,422.74220910026634,434.2926250114857,-11.550415911219389,0.0,0.0,0.10783,0.21322
2023-09-12 00:00:00+09:00,67168.53430851064,67358.27593085106,66789.05106382979,66883.921875,11688599,0.0,0.0,58.07082731079808,464.7418730772042,381.03383119073885,83.70804188646534,0.0,0.0,0.10783,0.21322
2023-09-13 00:00:00+09:00,67453.14787552891,67927.5019393512,66694.18137341326,67263.40625,15955797,0.0,0.0,60.03581513380314,522.6236468702118,351.13248398699716,171.49116288321466,0.0,0.0,0.10783,0.21322
